Year,Region,Total,Crimes against the person,Murder,Intentional murder,Attempted murder,Killing a newborn,Pushing to suicide,Lust,Molestation,Rape,Attempted rape,Pimping,Forced homosexualism,Body injury,Severe body injury,Kidnapping,Keeping hostage,Human trafficing,Crime against property,Robbery,Armed robbery,Armed robbery with firearms,Stealing,Pickpocketing,Breaking and entering,Office break in,Store break in,Vehicle break in ,Fraud,Extortion,Generally dangerous crime,Arson,Damage through explosion,Illegal firearms ownership,Vehicle theft,Falsifying license plates,Illegal entry of a vehicle,Crimes related to drugs,Smuggling,"Production, possession, distribution, carrying"
2002,Silistra,56.39269406,86.84210526,77.77777778,100,100,100,0,100,100,100,100,100,100,84.375,0,66.66666667,0,75,42.91497976,87.5,0,0,39.8206278,68.75,28.13455657,43.75,32.33082707,27.45098039,67.85714286,100,80.17241379,31.25,0,100,0,100,0,66.66666667,0,66.66666667
2002,Sliven,63.69890732,80.57553957,81.25,88.88888889,83.33333333,0,0,73.91304348,70,100,100,0,100,81.08108108,100,85.71428571,0,84.21052632,56.11638955,72.09302326,0,0,56.03896104,40,35.16129032,62.16216216,58.4,32.56880734,64,80,75.10121457,16,0,88.88888889,0,0,0,88,0,91.30434783
2002,Smolyan,88.11748999,95.91836735,100,0,100,0,0,100,100,100,0,0,0,96.42857143,100,0,0,90.90909091,79.03225806,100,0,0,77.38853503,75,66.44736842,100,73.68421053,78.57142857,82.60869565,0,98.18181818,66.66666667,0,100,0,100,0,92.85714286,0,100
2002,Sofia  city,47.37809397,79.77900552,51.51515152,77.27272727,72.97297297,0,2.564102564,86.2745098,82.08955224,89.65517241,85.71428571,100,66.66666667,83.33333333,75,81.81818182,0,87.41258741,49.05132321,45.89285714,49.48453608,41.46341463,47.61209289,73.44357977,39.61767665,21.49659864,61.26727013,53.12677121,73.99425287,91.30434783,30.57974959,12.01716738,3.703703704,88.46153846,60,37.5,88.88888889,99.63942308,0,99.63811821
2002,Sofia,55.34672715,90.59233449,83.33333333,100,100,0,0,90.32258065,71.42857143,95,100,0,100,88.75739645,81.81818182,100,0,96.61016949,44.64464464,66.15384615,20,20,41.5461624,77.77777778,34.5323741,40,39.88095238,41.53846154,79.16666667,100,62.11382114,26.31578947,0,100,100,25,0,83.33333333,0,100
2002,Stara Zagora,51.40137493,89,68.29268293,90,100,0,10,95.0617284,91.66666667,96.96969697,80,100,100,90.81081081,85.71428571,87.5,0,89.61038961,40.43522267,48.10810811,0,0,34.56977805,32.38095238,29.24836601,43.10344828,33.12302839,29.16666667,86.76470588,76.47058824,64.23766816,25.3968254,33.33333333,89.23076923,100,0,0,100,0,100
2002,Targovishte,75.22491349,98.65771812,100,0,100,0,100,94.44444444,100,100,100,66.66666667,0,98.52941176,100,100,0,100,65.830721,84.84848485,100,100,62.43902439,55,55.2238806,64.70588235,63.88888889,60.22727273,84.21052632,83.33333333,88.53754941,68.18181818,0,100,0,100,100,100,0,100
2002,Haskovo,63.15989366,88.88888889,87.5,90,100,100,50,92.30769231,89.47368421,87.5,100,100,0,89.23076923,100,100,0,79.16666667,55.43288786,76,0,0,53.0104712,30.76923077,44.74789916,51.61290323,45.56962025,36.87943262,86.66666667,66.66666667,68.51145038,13.63636364,0,93.75,0,0,100,94.44444444,0,100
2002,Shumen,64.71861472,84,65.2173913,60,100,0,20,94.59459459,91.66666667,93.75,100,100,100,80,100,100,0,100,57.55525485,66.1971831,0,0,54.73741202,45.83333333,27.40585774,33.33333333,48.05825243,45.45454545,68.62745098,63.63636364,74.53936348,26.92307692,66.66666667,95,0,75,0,100,0,100
2002,Yambol,66.44736842,92.45283019,90.90909091,100,100,100,0,100,100,100,100,100,0,88.50574713,100,100,0,94.38202247,57.65143464,76.59574468,0,0,56.12980769,21.21212121,48.21852732,39.13043478,56.75675676,57.54716981,70.3125,100,86.64383562,47.61904762,0,94.44444444,0,0,0,100,0,100
2002,Total,54.57069501,89.10930635,71.60686427,85.35564854,88.95705521,43.75,24.3902439,92.63157895,88.95027624,95.94594595,96.22641509,85.56701031,93.93939394,87.90896159,84.26966292,91.42857143,100,94.57861015,47.82932516,50.26795284,47.19101124,39.47368421,45.09890387,57.84232365,35.52893581,33.57363543,47.31565756,40.72177133,78.02846234,81.34328358,54.6125918,21.5503876,10.86956522,94.4734098,56.81818182,38.01169591,88.67924528,98.78640777,66.66666667,99.30904523
2003,Blagoevgrad,49.19196866,90.71729958,95,100,87.5,0,0,96.22641509,94.44444444,95,100,100,100,87.2,0,100,0,90.625,34.09975239,53.90625,0,0,29.94087838,36.73469388,22.93233083,34.61538462,34.45378151,17.37523105,81.63265306,100,80.27465668,18,33.33333333,89.65517241,50,0,100,98.2300885,100,98.1981982
2003,Burgas,50.48127223,89.11465893,78.94736842,60,87.5,0,0,94.02985075,90,93.33333333,100,100,100,82.47011952,100,91.66666667,100,93.51032448,42.66397265,47.13656388,0,0,39.00384545,28.79377432,29.62633452,14.41441441,36.26373626,29.64118565,78.90909091,84,51.79324895,12.87128713,0,90,0,7.692307692,77.77777778,98.4375,0,98.38709677
2003,Varna,54.14935549,89.47368421,83.87096774,83.33333333,81.81818182,0,88.88888889,94.82758621,92.10526316,93.75,100,100,100,84.27419355,100,100,100,92.75362319,44.5056899,50.75593952,33.33333333,0,38.34603317,26.4516129,34.59915612,19.73684211,38.82352941,23.20777643,70.93023256,92,58.20603212,26.66666667,0,98.50746269,25,22,88.88888889,89.70588235,0,89.6039604
2003,Veliko Turnovo,64,93.29608939,100,100,100,100,0,100,100,100,0,100,100,88.99082569,100,100,0,100,55.08160237,66.66666667,0,0,52.29280606,51.51515152,37.66578249,38.88888889,41.015625,24.70588235,79.41176471,83.33333333,83.69408369,32.43243243,0,94.44444444,100,16.66666667,100,100,0,100
2003,Vidin,60.39755352,92.10526316,60,100,33.33333333,0,0,100,100,100,100,100,100,92.43697479,100,100,0,94.73684211,51.15143057,55.2238806,0,0,47.91174153,35.55555556,43.58974359,28.57142857,35.8490566,26.5625,87.87878788,100,70.93596059,17.85714286,0,100,0,100,100,100,0,100
2003,Vratsa,57.33544806,87.67605634,75,100,100,0,0,89.65517241,87.5,86.66666667,100,100,0,86.80203046,0,50,0,95.45454545,49.43202638,59.57446809,0,0,47.8967097,52.87356322,34.8540146,41.17647059,49.0990991,36.30573248,52.63157895,81.81818182,72.59259259,26.66666667,0,94.44444444,100,0,0,100,0,100
2003,Gabrovo,78.313989,96.38554217,87.5,75,100,0,0,93.75,100,100,100,50,0,98,100,100,0,100,72.36227824,91.17647059,0,0,69.96838778,96.2962963,58.13953488,77.27272727,65.27777778,58.2278481,80,100,85.63968668,11.11111111,0,94.11764706,0,0,0,100,0,100
2003,Dobritch,57.52162992,92.06896552,60.86956522,75,100,0,16.66666667,100,100,100,100,100,100,90.4,66.66666667,100,0,98.03921569,44.84076433,45.78313253,100,100,40.42978511,43.75,28.74015748,14.81481481,36.12565445,40.43715847,86.02150538,100,72.64957265,11.62790698,0,100,50,0,0,100,0,100
2003,Kardzhali,74.23904974,96.2962963,83.33333333,66.66666667,100,0,0,86.66666667,80,87.5,100,0,100,97.36842105,100,100,0,100,60.86387435,81.81818182,0,0,58.44155844,60,52.02702703,42.85714286,48.07692308,48.24561404,94.11764706,100,90.09009009,41.86046512,0,100,0,0,0,100,0,100
2003,Kyustendil,57.72020725,93.33333333,81.81818182,75,100,#DIV/0!,#DIV/0!,100,100,100,#DIV/0!,#DIV/0!,#DIV/0!,94.44444444,0,#DIV/0!,#DIV/0!,91.66666667,43.94757132,85.71428571,#DIV/0!,#DIV/0!,42.01183432,20.75471698,27.95969773,43.24324324,45.58823529,30.07518797,75,#DIV/0!,84.55284553,28.125,#DIV/0!,90,#DIV/0!,85.71428571,#DIV/0!,95.83333333,#DIV/0!,95.65217391
2003,Lovech,65.54934823,91.56626506,100,100,100,100,0,100,100,100,0,100,0,89.18918919,100,100,0,88.88888889,50.58365759,85.71428571,0,0,45.87073609,81.81818182,32.88888889,16.66666667,44.11764706,46.2962963,87.09677419,100,86.00682594,27.02702703,50,93.33333333,0,100,0,92.30769231,0,92.30769231
2003,Montana,70.58353317,95.52238806,100,100,100,0,0,93.33333333,100,100,0,100,0,95.40229885,100,0,0,100,62.75626424,92.85714286,0,0,59.98743719,52.94117647,53.19587629,46.66666667,60.97560976,60.37735849,80.64516129,100,85.43307087,27.27272727,0,96.875,50,50,0,100,0,100
2003,Pazardzhik,55.76502732,83.42857143,60.86956522,87.5,100,0,22.22222222,94.11764706,100,100,100,80,100,84.41558442,0,100,0,84.61538462,50.03753754,49.01960784,0,0,47.25756911,28.125,28.77030162,43.33333333,42.98245614,29.30232558,76.78571429,73.33333333,66.14950635,16,50,96.96969697,100,0,100,100,0,100
2003,Pernik,53.28043943,96.85990338,100,100,100,0,100,100,100,100,100,100,100,95.51569507,57.14285714,75,0,98.66666667,35.49675487,61.17647059,0,0,30.51754908,39.58333333,26.48648649,35.48387097,28.10457516,12.84916201,67.39130435,92.30769231,67.06586826,22.85714286,0,96.07843137,0,66.66666667,100,100,0,100
2003,Pleven,56.45246946,88.75502008,81.81818182,76.92307692,90.90909091,100,0,95.45454545,100,94.73684211,100,50,100,86.25954198,66.66666667,93.75,0,96,42.89372599,45.87912088,0,0,38.82170543,35.88516746,29.15181753,38.29787234,33.33333333,23.96313364,70.90909091,100,87.45583039,25,20,95.16129032,100,33.33333333,0,92.59259259,0,92
2003,Plovdiv,51.12619894,82.18694885,58.82352941,73.68421053,100,0,0,89.68253968,83.87096774,89.13043478,100,87.5,100,76.30057803,66.66666667,93.75,100,87.5,39.25852367,42.44897959,30.43478261,0,33.63464368,13.63636364,30.63891578,14.77272727,36.01789709,17.65339074,82.00692042,51.85185185,67.74496015,25.96153846,18.18181818,97.19626168,0,54.54545455,100,98.49246231,0,98.44559585
2003,Razgrad,76.10094013,99.63768116,87.5,75,0,100,0,100,100,100,0,0,100,100,100,100,0,100,67.22180167,64,100,0,67.06382979,37.93103448,42.10526316,0,45.20547945,60,62.5,100,86.07594937,28.57142857,0,100,0,0,100,100,0,100
2003,Ruse,62.45463543,88.82978723,87.5,100,100,0,0,95.55555556,95.45454545,100,100,100,100,80.88235294,75,100,0,92.1875,52.90023202,53.75722543,60,50,49.40034266,55.76923077,38.37037037,43.03797468,46.46464646,30.37249284,79.31034483,100,84.16666667,7.407407407,0,80,0,13.33333333,100,100,0,100
2003,Silistra,62.46556474,91.42857143,66.66666667,90,100,0,0,100,100,100,0,100,100,95,100,100,0,100,52.52427184,66.66666667,0,0,51.20167189,60,39.13043478,9.090909091,40.51724138,39.70588235,83.33333333,0,83.84615385,36.36363636,0,88.88888889,0,0,0,87.5,0,87.5
2003,Sliven,68.21929101,84.86842105,100,100,100,0,0,88.88888889,85.71428571,95,100,60,100,78.82352941,50,100,0,92.85714286,57.06771861,64.28571429,0,0,57.11191336,60,43.9688716,64.40677966,56.8,40,56,100,86.42172524,9.523809524,0,86.48648649,100,0,0,90.90909091,0,95.23809524
2003,Smolyan,86.33952255,95,100,100,0,0,0,100,100,100,0,0,100,90.47619048,100,100,0,100,74.07407407,100,0,0,72.03647416,100,53.57142857,80,58.46153846,53.65853659,88.88888889,0,99.66887417,80,0,100,0,0,0,100,0,100
2003,Sofia  city,54.35776345,84.74114441,52.67857143,50,78.78787879,50,14.81481481,88.8372093,82.75862069,86.8852459,100,100,100,86.24535316,80,92.10526316,0,92.92929293,56.02898913,55.0609433,55,44,53.77634515,79.48235294,42.90909091,27.36486486,69.32432432,59.08431738,79.36708861,88.73239437,34.56298791,25.52083333,23.07692308,90.47619048,60,10.55900621,92.30769231,99.70119522,0,99.70119522
2003,Sofia,61.07563025,92.05020921,91.30434783,87.5,100,100,100,97.05882353,100,100,100,0,100,91.27516779,100,85.71428571,0,92.30769231,47.70337576,59.09090909,0,0,44.80840544,50,39.06040268,52.54237288,44.27480916,47.36842105,94.73684211,100,77.19950434,11.11111111,0,97.72727273,0,0,0,100,0,100
2003,Stara Zagora,54.47667087,92.64705882,90,93.75,100,0,0,96.84210526,95.83333333,98.18181818,80,100,100,91.45299145,66.66666667,87.5,0,93.40659341,41.61392405,56.65024631,0,0,36.75078864,27.64705882,32.21719457,39.7260274,41.77631579,20.43010753,73.33333333,75,73.50620068,19.04761905,0,96.20253165,100,0,80,100,0,100
2003,Targovishte,79.12157861,98.65771812,100,100,100,0,100,100,100,100,100,100,0,98.63013699,100,100,0,97.77777778,67.31813246,90.90909091,0,0,63.94904459,76.92307692,50.27322404,66.66666667,62.12121212,73.03370787,78.78787879,100,93.93203883,40.90909091,0,100,0,0,100,100,0,100
2003,Haskovo,61.7658652,84.7133758,83.33333333,85.71428571,100,0,0,97.87234043,100,100,100,85.71428571,100,74.62686567,33.33333333,100,0,85.18518519,48.3933162,70,0,0,45.6871345,36.98630137,36.61202186,44.18604651,41.83673469,37.87878788,60.78431373,28.57142857,81.64464023,16.66666667,0,92.59259259,0,50,100,97.05882353,100,96.66666667
2003,Shumen,64.74908201,83.45588235,72.4137931,100,100,100,0,90.47619048,76.92307692,100,100,66.66666667,100,81.54761905,100,100,100,91.66666667,56.98689956,69.23076923,0,0,55.67484663,41.66666667,33.33333333,31.25,46.35761589,33.58208955,52.11267606,66.66666667,83.41463415,21.62162162,0,95,0,50,0,100,0,100
2003,Yambol,64.82530689,86.20689655,100,100,100,0,100,96.66666667,87.5,100,100,100,100,81.69014085,66.66666667,100,0,82.35294118,55.02008032,67.27272727,0,0,54.57413249,24.24242424,56.42857143,39.39393939,61.36363636,31.68316832,65.85365854,66.66666667,89.04494382,55,0,96,0,25,0,100,0,100
2003,Total,57.64885449,89.4187969,75.57377049,79.82832618,90.96774194,66.66666667,41.37931034,94.01709402,90.93198992,95.45454545,98.36065574,91.91176471,100,87.62480294,80,94.25837321,100,93.6825886,50.2818946,54.08473546,48,35.8974359,47.3061691,57.5844716,38.01488834,33.57314149,50.31146455,41.49002773,76.97929354,83.62369338,64.38944264,23.48993289,18.36734694,94.644506,66.66666667,18.67088608,87.71929825,98.0558325,100,98.0671414
2004,Blagoevgrad,53.42374389,85.02673797,100,100,100,100,0,93.47826087,100,95,100,80,100,79.46428571,0,100,0,66.66666667,37.91153974,56.16438356,0,0,36.04651163,36.2962963,29.07180385,23.07692308,39.31034483,21.42857143,55.93220339,100,84.52696729,11.76470588,0,92.85714286,41.66666667,57.14285714,0,91.61290323,0,95.74468085
2004,Burgas,51.00685518,89.38053097,82.60869565,76.92307692,100,0,0,91.22807018,80.95238095,96,100,100,100,84.58646617,75,100,100,100,41.08823999,35.04672897,50,50,37.96540053,32.19178082,24.54632283,15.84158416,36.06811146,26.8627451,79.31034483,79.16666667,62.07766011,14.70588235,0,93.93939394,6.462585034,5.555555556,100,97.95918367,0,97.95918367
2004,Varna,56.74836037,88.90701468,78.04878049,81.81818182,75,0,44.44444444,91.89189189,95.23809524,93.02325581,66.66666667,75,87.5,86.05442177,75,95.65217391,0,100,44.66472303,59.94236311,100,100,37.16770186,31.52173913,39.32714617,25.75757576,45.99483204,22.36220472,77.27272727,82.60869565,65.7227388,21.73913043,0,100,9.090909091,35.29411765,100,96.61016949,0,96.57142857
2004,Veliko Turnovo,65.43859649,85.55555556,100,100,100,100,100,96.66666667,100,100,0,0,0,82.95454545,50,83.33333333,0,33.33333333,55.56030796,65.2173913,0,0,53.42942346,50,35.26220615,41.17647059,50.18867925,49.48453608,48,100,84.97109827,18.91891892,0,97.77777778,75,0,100,100,0,100
2004,Vidin,60.7712766,86.09271523,100,100,100,0,0,86.66666667,75,87.5,100,100,0,85.14851485,100,0,0,0,50.6773399,39.0625,0,0,49.28229665,18.03278689,37.11340206,72.72727273,36.84210526,41.46341463,87.87878788,0,82.85714286,41.93548387,0,90,21.42857143,100,0,100,0,100
2004,Vratsa,50.78104316,83.63636364,64,90,85.71428571,0,0,100,100,100,100,100,100,83.42857143,100,50,0,0,39.96834191,50.87719298,0,0,38.81608676,16.66666667,30.01988072,25,27.97927461,29.62962963,43.33333333,62.5,69.42675159,20.73170732,0,94.28571429,7.575757576,66.66666667,0,100,0,100
2004,Gabrovo,80.18114012,93.75,100,100,100,100,0,96.15384615,100,100,100,66.66666667,0,90.76923077,66.66666667,100,100,100,72.30499562,93.33333333,0,0,70.08196721,81.08108108,62,61.11111111,63.56589147,49.31506849,72.72727273,100,90.92783505,28.57142857,0,100,87.5,0,100,100,0,100
2004,Dobritch,59.65879265,91.98113208,56.25,100,100,0,16.66666667,96.96969697,100,100,50,100,100,93.38235294,100,100,100,100,49.96186117,58.69565217,50,0,46.36118598,65.625,35.12132822,20.68965517,45.57522124,45.14563107,77.02702703,100,73.45013477,18.75,100,84.21052632,40,50,100,100,0,100
2004,Kardzhali,74.78599222,93.02325581,100,100,0,100,0,94.11764706,100,90,100,100,0,93.47826087,0,100,0,100,59.97322624,66.66666667,0,0,59.39490446,57.14285714,49.375,87.5,44.06779661,54.80769231,57.14285714,50,96.20596206,47.05882353,0,100,100,100,100,100,0,100
2004,Kyustendil,57.85845588,88.88888889,57.14285714,25,0,0,0,95.45454545,90,100,0,0,100,87.75510204,0,100,0,0,48,80,0,0,46.33286319,43.47826087,35.62992126,65,36.12903226,33.11688312,50,100,82.10290828,24.3902439,0,94.11764706,16.66666667,0,0,89.65517241,0,92
2004,Lovech,68.94647409,93.47826087,87.5,100,100,0,0,92.30769231,75,100,100,100,100,93.75,100,100,0,0,53.87994143,66.66666667,100,100,49.8245614,50,38.43930636,33.33333333,34.95145631,48.07692308,86.66666667,100,87.42138365,22.72727273,0,100,29.03225806,0,0,93.33333333,0,92.85714286
2004,Montana,70.8999159,94.24460432,84.61538462,75,100,100,0,100,100,100,100,100,100,93.97590361,0,100,0,0,61.30070831,85.71428571,0,0,58.59318347,81.25,48.52941176,20,58.19672131,44.61538462,76.47058824,100,86.31578947,22.5,0,100,25,60,0,100,0,100
2004,Pazardzhik,62.22473179,80.78817734,58.33333333,100,100,0,0,87.5,85.71428571,92.85714286,0,75,100,76.84210526,75,66.66666667,0,100,53.92842452,63.41463415,0,0,51.78147268,32.72727273,34.5146379,57.14285714,46.78362573,29.48717949,64,60,78.61035422,17.85714286,0,100,33.33333333,50,0,97.22222222,0,97.22222222
2004,Pernik,57.48523793,94.26229508,80,85.71428571,100,0,100,92,100,92.30769231,100,0,0,94.36619718,100,100,0,100,37.71726535,59.3220339,50,0,33.74066531,40,26.77419355,22.22222222,25.92592593,17.27272727,62.5,100,81.60136286,37.5,100,88.88888889,54.54545455,100,0,98.07692308,0,98.07692308
2004,Pleven,62.69430052,82.02764977,68.96551724,91.66666667,75,50,0,92.85714286,100,90.90909091,100,50,100,81.1965812,50,83.33333333,0,0,50.78925505,48.19277108,50,0,48.7303118,49.04458599,39.58923513,47.05882353,43.454039,29.97118156,44.82758621,100,90.3500473,28.20512821,0,93.5483871,32.55813953,75,100,95.34883721,0,95.34883721
2004,Plovdiv,57.94351761,86.6807611,76.31578947,92.85714286,100,100,20,90.42553191,89.47368421,96.66666667,83.33333333,77.77777778,100,84.30232558,50,85.71428571,0,100,42.06306788,41.08352144,53.57142857,60,36.47842057,25.10638298,30.59229442,26.66666667,40.77134986,20.38140644,81.55737705,59.09090909,81.97320341,29.85074627,28.57142857,95.38461538,20,40,85.71428571,99.70238095,0,99.6969697
2004,Razgrad,76.23203285,97.69585253,87.5,85.71428571,0,0,0,100,100,100,0,0,0,97.34513274,100,100,0,100,66.79904686,66.66666667,0,0,65.31165312,44.68085106,38.33333333,50,48.4375,50,75,100,90,36,0,100,50,50,0,100,0,100
2004,Ruse,67.40041929,90.90909091,75,75,100,100,0,96.55172414,100,85.71428571,100,100,0,83.67346939,0,83.33333333,0,66.66666667,57.49751738,69.42675159,52.94117647,40,53.85081868,53.73134328,37.11340206,52.5,41.90871369,38.65546218,65.2173913,100,89.70251716,47.22222222,0,100,75,60,50,100,0,100
2004,Silistra,68.00894855,86.25,76.47058824,100,100,0,0,95.83333333,100,100,66.66666667,100,100,85.71428571,0,100,0,100,56.91788526,83.33333333,0,0,56.26535627,76.47058824,46.78899083,60,52.68817204,56.41025641,50,100,90.47619048,46.15384615,0,100,75,100,66.66666667,100,0,100
2004,Sliven,69.86089645,77.2972973,100,100,100,100,0,90.90909091,90,100,100,66.66666667,100,66.30434783,100,90,0,83.33333333,59.45945946,57.14285714,0,0,59.45363048,50,44.58874459,73.17073171,47.36842105,48.7804878,80,100,88.2602546,42.85714286,0,90.90909091,33.33333333,20,100,100,0,100
2004,Smolyan,89.65517241,92.68292683,100,0,100,0,0,100,100,100,100,0,0,87.5,100,0,0,0,80.76923077,66.66666667,0,0,79.47019868,100,69.30693069,83.33333333,82.85714286,75,100,0,98.7804878,57.14285714,0,100,0,0,0,100,0,100
2004,Sofia  city,59.59683087,86.37873754,51.04166667,62.16216216,80.76923077,0,11.53846154,89.39393939,87.09677419,88.13559322,100,90,100,87.54045307,28.57142857,83.78378378,0,75,61.38414327,65.37741734,58.7628866,40.74074074,59.27414973,83.82598996,47.87162487,27.62645914,71.26977341,63.79310345,79.92788462,92.85714286,37.60088622,18.78453039,23.07692308,91.26213592,52.17391304,10.61946903,95.23809524,99.80934223,100,99.80769231
2004,Sofia,57.97021511,82.68398268,64.28571429,57.14285714,100,0,0,88.46153846,77.77777778,100,100,100,0,82.05128205,100,100,0,0,42.08566108,53.96825397,0,0,39.61578401,33.33333333,32.87671233,54.54545455,35.88235294,20.58823529,90.90909091,100,80.31865042,27.90697674,0,93.02325581,34.375,42.85714286,100,81.81818182,0,90
2004,Stara Zagora,57.78508772,88.41463415,74.35897436,91.66666667,100,100,58.33333333,96.05263158,96.42857143,96.55172414,100,83.33333333,0,87.34939759,85.71428571,100,0,66.66666667,44.87632509,62.7027027,0,0,41.76809737,29.16666667,32.84753363,48.14814815,42.46575342,26.52439024,68.08510638,75,78.48222863,22.22222222,20,95.77464789,25.49019608,75,100,90.24390244,0,94.87179487
2004,Targovishte,80.87400681,97.4137931,83.33333333,66.66666667,100,100,0,93.33333333,66.66666667,100,100,100,0,98.52941176,66.66666667,100,0,0,70.22132797,83.33333333,0,0,67.60233918,69.23076923,50.45045045,56.25,44.57831325,73.33333333,74.35897436,100,92.72349272,45.45454545,0,93.33333333,57.14285714,0,100,100,0,100
2004,Haskovo,64.17434444,88.15789474,93.75,88.88888889,100,0,0,94.28571429,90,100,100,100,0,83.33333333,100,100,0,75,50.54378935,75.6097561,0,0,48.07570978,42.04545455,38.36317136,35,37.12871287,42.07650273,69.6969697,66.66666667,85.18518519,17.24137931,0,94.44444444,27.27272727,0,100,94.33962264,100,97.82608696
2004,Shumen,64.97461929,88.55721393,73.33333333,100,100,0,25,100,100,100,100,100,100,85.58558559,66.66666667,100,0,0,56.45083933,86.66666667,100,100,53.43554798,46.66666667,33.42465753,42.85714286,37.19512195,30.15873016,58.44155844,100,83.30275229,26.92307692,0,92.30769231,45.45454545,0,0,85.71428571,0,100
2004,Yambol,67.85714286,91.13924051,75,100,0,0,100,92.85714286,87.5,100,0,50,100,89.65517241,100,100,0,0,56.72597865,68.96551724,0,0,55.29122231,34.21052632,48.88888889,41.66666667,54.47761194,36.26373626,57.14285714,50,86.65158371,32.35294118,0,94.44444444,75,0,0,100,0,100
2004,Total,60.86588294,88.06095345,73.11233886,83.40807175,91.05691057,66.66666667,31.11111111,93.10638298,92.09302326,95.57894737,92.59259259,82.55813953,95.91836735,86.47264888,71.01449275,91.66666667,100,82.14285714,52.54840864,59.25925926,55.68862275,40,49.87516725,58.9409056,40.7353804,38.21525886,51.02485268,45.65262719,74.63543968,85.04672897,70.48825491,24.87437186,22.22222222,94.6183953,17.11356467,19.35483871,92.64705882,98.2172471,85.71428571,98.80901744
2005,Blagoevgrad,53.63636364,80.70175439,77.77777778,66.66666667,0,0,0,91.42857143,100,100,0,100,0,82.3943662,66.66666667,100,0,25,36.49942551,60.29411765,0,0,34.09836066,28.57142857,20,32.14285714,40.98360656,25.16339869,64.1509434,66.66666667,82.12962963,12.90322581,0,71.42857143,15.38461538,60,100,76.97368421,50,85.59322034
2005,Burgas,49.62357496,75.40983607,58.33333333,72.72727273,62.5,0,0,81.81818182,72.22222222,86.66666667,100,66.66666667,0,74.38271605,66.66666667,42.85714286,0,83.33333333,36.69335076,50.66079295,80,75,32.97180043,20.06472492,21.59468439,14.15929204,38.04971319,16.23931624,68.98395722,53.84615385,72.80493593,16.52892562,0,79.66101695,7.857142857,16.66666667,100,86.7768595,0,86.66666667
2005,Varna,54.23518811,78.30940989,67.64705882,88.88888889,60,100,28.57142857,87.5,73.07692308,100,75,86.66666667,75,73.42465753,85.71428571,88.46153846,0,0,38.64600627,51.75202156,50,0,32.46625767,23.17596567,33.85826772,25.3968254,37.34643735,20.38461538,51.66666667,85.71428571,76.28091873,22.5,0,97.82608696,12.98245614,6.25,100,90.625,0,90.13157895
2005,Veliko Turnovo,62.3960579,76.61691542,100,100,100,0,0,80,63.63636364,100,100,0,100,74.19354839,50,90.90909091,0,100,50.64292779,65.38461538,66.66666667,0,47.99767847,42.02898551,32.55360624,21.875,42.92682927,27.71084337,41.50943396,100,83.08457711,7.894736842,0,87.87878788,46.15384615,28.57142857,0,61.53846154,0,61.53846154
2005,Vidin,63.41836735,76.06837607,66.66666667,80,0,0,0,91.66666667,80,100,100,100,0,75.90361446,0,0,0,0,51.9872814,46.66666667,0,0,49.14491449,28.94736842,35.88957055,0,32.22222222,58.33333333,92.68292683,100,83.33333333,16,0,85.71428571,47.61904762,100,0,78.94736842,100,77.77777778
2005,Vratsa,54.98846597,79.00763359,90,100,100,0,0,83.33333333,71.42857143,87.5,0,100,0,78.88888889,50,50,0,0,42.72608126,68.25396825,0,0,39.61303462,26.54867257,28.00829876,20,26.11464968,26.38888889,46.66666667,50,78.40755735,20.51282051,100,87.23404255,16.66666667,0,100,88.23529412,0,93.33333333
2005,Gabrovo,75.34386144,93.10344828,100,100,100,0,0,95.45454545,85.71428571,100,100,0,100,90.38461538,100,100,0,0,66.07594937,71.42857143,0,0,65.38461538,85.71428571,50,73.33333333,60.30534351,46.42857143,45,100,87.42393509,41.17647059,0,83.33333333,33.33333333,33.33333333,100,90,0,87.5
2005,Dobritch,58.84737909,82.35294118,47.61904762,100,100,0,10,82.75862069,83.33333333,87.5,0,0,85.71428571,84.09090909,0,100,0,0,93.33333333,43.68616527,60.52631579,50,0,39.1086351,45,38.36317136,60,40.22988506,22.70408163,65.07936508,75,83.25526932,40,0,0,100,0,0,96.66666667,0
2005,Kardzhali,74.94014366,80.58252427,66.66666667,0,100,0,0,72.72727273,100,63.63636364,100,0,66.66666667,81.13207547,100,100,0,50,60.37735849,70.58823529,0,0,59.68063872,41.17647059,61.78861789,71.42857143,65.45454545,52.17391304,66.66666667,100,93.25301205,46.66666667,0,84.61538462,100,66.66666667,0,66.66666667,0,50
2005,Kyustendil,57.35930736,84.41558442,100,100,0,100,0,100,100,100,100,100,0,78.37837838,0,100,0,100,44.5802771,71.42857143,0,0,42.77777778,50,35.03649635,42.85714286,45.13274336,34.09090909,38.46153846,100,82.72138229,27.27272727,0,89.65517241,50,66.66666667,0,78.43137255,0,82.60869565
2005,Lovech,67.60019314,93.52517986,100,100,100,100,0,95.23809524,100,91.66666667,100,0,100,89.74358974,100,100,0,100,49.47460595,89.28571429,0,0,43.58144552,12.5,31.46853147,50,44.94382022,24.3902439,77.35849057,0,89.01453958,17.85714286,0,80,34.48275862,100,0,86.66666667,0,86.66666667
2005,Montana,70.76468103,96.55172414,90.90909091,100,100,0,100,100,100,100,0,100,0,95.45454545,100,100,0,0,59.50681376,65,100,100,57.18411552,28.57142857,45.22613065,53.84615385,52.20588235,40.42553191,70.58823529,100,90.45138889,16.12903226,0,100,55.55555556,60,0,100,0,100
